	lang	ref_caption	gen_caption
13984	ar	كانت عريضات الأجنحة العناكب العظيمة من فترة الفحمي العلوي تنمو حتى تصبح أقدامها بطول 50 سم.	نوع من الصراصير
13985	ar	تفاصيل المقطع في كاميراا أشعة غاما.	رسم بياني يظهر كيفية تركيب كاميرا غاما
13986	ar	عمل الحبل	سلسلة طويلة من الخرز
13987	ar	قوس ماركوس اوريليوس	مدينة لبنانية
13988	ar	تأثر الفيلم بشكل موضوعي وبصري بفيلم ريبيكا (1940) ، يدور الفيلم حول امرأة تشتبه في أن منزلها مسكون من قبل زوجة زوجها المتوفاة.	رجل و امرأة يحملان بعضهما البعض
13989	ar	منطقة برازيلية شبه قاحلة	منطقة رطب
13990	ar	جامع غزة الكبير الذي تدمّر بشكل كبير خلال الحرب العالمية الأولى	تاريخ غزة
13991	ar	ضاغط محوري	ضاغط غاز
13992	ar	C200 cabriolet	قسم سي
13993	ar	عدة نظام مَيلز 2000	نظام الاشتباك بالليزر المتعدد والمتكامل
13994	ar	"مصر 25 يناير 2011: مسيرات في القاهرة مع علامات ""اخرج"" على ""يوم الغضب"" ضد الرئيس مبارك. وفي 11 فبراير غادر منصبه."	ثورة
13995	ar	جناح من مستشفى في سكوتاري حيث عملت فلورنس نايتنجيل، وساعد على إعادة هيكلة المستشفيات الحديثة.	قسم التاريخ
13996	ar	المدخل الخلفي لمستشفى عزيزة عثمانة	مستشفى عثماني
13997	ar	داسيا لوغان فيس لفت 2008	سيارات صغيرة
13998	ar	رسم توضيحي لصاروخ فاو-2	طائرة صاروخية ذات تصميم دقيق
13999	ar	الدينار المريني مسكوك في عهد السلطان أبي عنان	زوج من العملات الذهبية
14000	ar	باب الحديد.	كنيسة
14001	ar	مزارع يحشّ بمحشّ	رأس
14002	ar	يمكن رؤية المسجد من أي مكان في اسطنبول	جامع
14003	ar	نبتة حميضة السليق	زهرة خضراء
14004	ar	الرئيس رونالد ريغان مع بوش.	رئيس الولايات المتحدة
14005	ar	صورة بالرنين المغناطيسي تظهر الحصاة الصفراوية	قناة صفراء
14006	ar	محمد المقراني	جامعة
14007	ar	صورة أمامية لمسجد الكاظم الذي يقع بجانب القلعة.	مقهى قلعة تاروت
14008	ar	بنيت قلعة الحصن (حمص) خلال الحروب الصليبية لفرسان الإسبتارية[194]	قلعة
14009	ar	مسجد بخارى.	طائفة
14010	ar	لافتة على طريق غاردنر إكسبرس في تورونتو تنصح بتجنب السفر غير الضروري	هناك بعض المعلومات التي تظهر أن فيروس كورونا قد يؤثر على الاقتصاد
14011	ar	لورنس في رابغ شمال جده 1917	كاتب بريطاني
14012	ar	الكاتب غي دي موباسان.	صورة قديمة لرجل يرتدي قميصاً و قميصاً
14013	ar	شارع عباس العقاد ليلا	مدينة
14014	ar	خريطة من حوالي العام 1577 تصور كونوي، بنرين، لاندودنو (روس أون سي)	خريطة قديمة لبلدة ماري
14015	ar	نصب «هاكو إيتشو» (اسمه الآن برج السلام) عام 2010	هرم كبير يجلس على منحدر فوق شجرة
14016	ar	مولد لعمليات اللحام يستطيع إنتاج تيار متردد وتيار مستمر	طاقة
14017	ar	اللواء عبد المنعم خليل، قائد الجيش الثاني الميداني خلال المعركة	مدينة الإسماعيلية
14018	ar	ذبابة حوّأمة على ثمار عنب بري.	حشرة
14019	ar	مرسيدس بنز S 65 AMG (W222)	قسم S 65 AMG (2014–)
14020	ar	زورق الصواريخ  (Hamina (80	مركبة عسكرية
14021	ar	مارتن غاركس في عرض مباشر بمهرجان فيلد سنة 2016	مارك غريكس
14022	ar	الهايبرلوب	طريق طويل
14023	ar	إعادة تنضيد الماموت الأمريكي	حيوانات صغيرة
14024	ar	صورة دير القديسة جينفياف	صورة قديمة من كنيسة القديسة جينيف
14025	ar	رود ستايغر عام 1959 في فيلم آل كابوني	مسلسل
14026	ar	الفصل الثاني-المشهد الثالث؛ أنتيجونوس يقسم بولائه لليونتيس، في محاولة لإنقاذ حياة ابنة لينتوس، بريشة الفنان جون أوبي	حكاية الشتاء
14027	ar	يتم الحصول على التشخيص النهائي لـ فيروس غرب النيل من خلال الكشف عن IgM الخاص بالفيروس وتحييد الأجسام المضادة.	منطقة خضراء
14028	ar	كنيسة للديانة الطائفة المسيحية تم بنائها في سنة 1853 في ويلينغتون	كنيسة قديمة مع برج بني
14029	ar	دل بيرو وهو يلعب مع نادي سيدني عام 2013	لاعباً كرة قدمًا
14030	ar	رسمة كرنفال روما، تعود لسنة 1650.	عيد الميلاد
14031	ar	كنيسة القديس نيكولاي في شترالزوند- النوفذ العلوية في المستوى بين السقفين الأخضرين	نافذة
14032	ar	نصب تذكاري داخل كاتدرائية يورك.	ثورة
14033	ar	لافتة على باب أحد المحلات في مقاطعة لوس أنجلوس، تشترط على جميع الزبائن ارتداء قناع الوجه كي يتمكنوا من الدخول	كاليفورنيا
14034	ar	عين العفريت	زهرة زهرية ذات أغصان حمراء وخضراء
14035	ar	يبين النموذج المؤسسات والسوق كنمط تنظيم محتمل لتنسيق المعاملات الاقتصادية. فعندما تكون تكاليف المعاملات الخارجية أعلى من تكاليف المعاملات الداخلية، تنمو الشركة. وعندما تكون تكاليف المعاملات الداخلية أعلى من تكاليف المعاملات الخارجية، ينخفض حجم الشركة نتيجة الاستعانة بمصادر خارجية مثلاً.	تكلفة التعاملات
14036	ar	المبنى الجديد Eden Grove في جامعة رودس.	جامعة رودس
14037	ar	الدولة العثمانية عند نهاية عهد السلطان سليم الأوّل سنة 1520.	منطقة أوروبا
14038	ar	إميليو باريرا	صورة قديمة لرجل يرتدي ملابس عسكرية
14039	ar	دبابات تشفتين بريطانية	مركبات عسكرية
14040	ar	مكتبة عامة للكفيف	مركز رعاية المكفوفين
14041	ar	صورة CT محورية مع حقن المادة التباينية وريديًا، تحيط خطوط متقاطعة نحو أعلى اليسار بورم غدي سرطاني كبير في رأس البنكرياس.	صورة MRI تظهر منطقة صغيرة من البطن مع نقاط صغيرة على الجهة اليسرى
14042	ar	حفلة لاليشيا قي مهرجان صيف 2008 في طوكيو، اليابان	أغاني
14043	ar	عملية علاج بالريكي.	علاج طاقة
14044	ar	الخلود	شعار نادي الخلود
14045	ar	فيرتشايلد دورنير 328 جيه إي تي تعمل لـ أداك Ambulance بعد إقلاعها من مطار أليكانتي في إسبانيا عام 2009.	طائرة هليكوبتر
14046	ar	أحد أبراج قلعة صلاح الدين الأيُّوبي، والتي نُسبت المماليك البُرجيَّة إليها.	عصر المماليك
14047	ar	"''ابتسامة ويلي، 1853"""	ماري ديلون
14048	ar	مُنمنمة روميَّة تُصوِّر حصار الأُسطُول البيزنطي لِربض الخندق، عاصمة إمارة إقريطش الإسلاميَّة.	غزوات
14049	ar	مجسم لرجل وجد في معبد محلب الناقة يعود إلى القرن الرابع ق.م.[6]	مدينة
14050	ar	"مخطط ""باكوا"" (八卦) من مؤلف لوشو بينيي (六書本義) الذي كتبه تشاو خويتشيين (趙撝謙) ويعود لسبعينيات القرن الرابع عشر."	الفلسفة الصينية
14051	ar	استخدام كاشفات موضعية في مهرجان في تورونتو	ضوء
14052	ar	مقاطعات ولاية طشقند	خريطة تظهر عدد المقاطعات في أوزبكستان
14053	ar	العاصفة الاستوائية ماركو في ذروة شدة تمتد على الساحل الغربي لفلوريدا في 11 أكتوبر	عاصفة ماركو الاستوائية
14054	ar	سمك القد المملح، يرتبط إنتاجه والتجارة فيه بإنتاج وتجارة الملح.	تاريخ السمك
14055	ar	إزهار الدفنباخية	زهرة
14056	ar	ياماتو تنحرف جهة اليسار والنيران تشتعل بها.	صورة قديمة من السفينة التي تتحرك في الماء
14057	ar	أوراكي / جبل كوك من لاندسات.	جبال
14058	ar	تمثال في روتيردام - بابلو بيكاسو	سياسي
14059	ar	تمثال لـ ابن رشد في قرطبة، إسبانيا.	ابن رشد أحد علماء الفلسفة والعلماء البارزين في التاريخ
14060	ar	محرك إف27 رولز رويس دارت	طائرة هليكوبتر
14061	ar	حدود المملكة المجرية طبقا لمعاهدة تريانون والأراضي التي ضمت إلى المملكة في عهد الرايخ الثالث	هولندا
14062	ar	صورة لتشارلز داروين في شبابه، على الأرجح بعد زيارته لجزر غالاباغوس	طائر الغالاباغوس
14063	ar	بورتريه ترجع للقرن السابع عشر للبادشاه ظهير الدين مُحمد بابر.	حكم فرغانة
14064	ar	مقر مبنى في الجادة الخامسة	برج ترامب
14065	ar	جامعة أوتاغو في دنيدن	صورة لمدرسة قديمة مع برج ساعة
14066	ar	أسرة شين	قائمة سلاطين سلالة هان
14067	ar	المقام العراقي يؤديه محمد القبانجي	الموسيقي
14068	ar	ملاحات طينة.	شركة الملاحة التونسية
14069	ar	مضايق تودغى	منطقة جبلية
14070	ar	قارئ ويكي في غلافه الأصلي	قارئ ويكي
14071	ar	عبد القادر الحسيني قائد ومؤسس جيش الجهاد المقدس مع مجموعة من المجاهدين الفلسطينيين في فبراير 1948	سيف الله بن سعد بن سعد بن سعد بن سعد بن سعد بن سعد بن سعد بن سعد بن سعد
14072	ar	رسمة لمنزل جابر بن نصيب في نجران 1981 بواسطة الرسام الأمريكي وهبي الحريري الرفاعي	رسم لبناء قديم مع بعض الحصون
14073	ar	صورة رياضية للاعب كُرة القدم الإسپاني ديڤيد ڤيا بعد تسجيله هدفًا لفريق أتلتيكو مدريد.	رياضة
14074	ar	المستوطنات الأولى من أتراك القايلار في Erdemuş	كتاب قديم مع عدد من الخطوط العربية
14075	ar	لوحة فنان لنظام كواكب النباض PSR 1257+12.	اكتشاف الكواكب خارج المجموعة الشمسية
14076	ar	المقاطعات والمحافظات والأجناد الشامية ضمن الأبرشية المشرقية التابعة للإمبراطورية البيزنطية في القرن الخامس الميلادي.	منطقة دير الزور
14077	ar	مظاهرة أتوا في 16 أكتوبر	مجموعة من الناس يخرجون من منطقة خضراء
14078	ar	نموذج للرأس في المتحف الأسترالي, سيدني	طيور ثلاثية الأبعاد
14079	ar	التصاق حبوب اللقاح في حشرة النحل سيساعد في نقل هذه الحبوب لزهرة أخرى تقف عليها الحشرة.	رذاذ
14080	ar	تيتا ميريلو تعمل في غرفة الملابس، 1930.	كاتبة أمريكية
14081	ar	معبد بوسيدون (440 قبل الميلاد) في كيب سونيون، أقصى جنوب أتيكا.	صورة لهرم كبير على شاطئ
14082	ar	نموذج للبطاقة الانتخابية، مكتوبة باللاتينية.	مجموعة إدارية
14083	ar	جيب نافذ صغير في صخور أقدم Alaska.	غطاء
14084	ar	سيدتان ترتديان الزي الموحد للممرضة	زي موحد للممرضات
14085	ar	شعار إكسبو 2015 في غاليريا فيتوريو إيمانويل الثاني في ميلان	شعار
14086	ar	معبد راتانا في مستوطنة راتانا.	كنيسة
14087	ar	النمو السكاني في سوريا، تضاعف عدد السكان أربع مرات خلال الفترة من عام 1960 حتى 2004.	رسم بياني يظهر عدد السكان في الولايات المتحدة
14088	ar	المنحدرات البيضاء من دوفر	ليس هناك
14089	ar	US Navy Goodyear ZPG-3W and ZPG-2W AEW blimps with K-type blimp in background	طائرات الإنذار المبكر
14090	ar	جزائريون يقطنون جبل يسمى كاف الجنون بالقرب من الحدود الليبية.	الجزائر
14091	ar	صورة للمدربين السوفييت وطاقم العمل الفيتنامي الشمالي ، تم التقاطهم في ربيع عام 1965 في مركز تدريب مضاد للطائرات في فيتنام.	فيتنام
14092	ar	دافيد تانيارس الأصغر : فلاحون يلعبون	مركز فني
14093	ar	بطاقة Diamond Stealth 32 VLB من شركة تسينج لابز	لوح تحكم
14094	ar	أناكوندا خضراء	نوع من الحيوانات
14095	ar	عينة للرسم البياني لدورة منجزة، وتبين الجهد والمهام المتبقيين لكل يوم من أيام العمل ال 21 من دورة مدتها 1-شهر	رسم بياني للإنجاز
14096	ar	أصبح ياماها دي إكس 7 الذي نزل في الأسواق عام 1983 أول سنثسيزر رقمي لاقى نجاحًا تجاريًا واسعًا، واُستعمل في تأليف العديد من أغاني البوب خلال الثمانينيات.	أزرار
14097	ar	Vfend 200mg oral tablet	علاج
14098	ar	½ franc argent 1850, type Helvetia assise	قطعة فضية
14099	ar	موقع العظم القذالي بالنسبة للجمجمة	عظمة رأسك
14100	ar	تفكك الكويكب P / 2013 R3 الذي لاحظه تلسكوب هابل الفضائي (6 مارس 2014).[98]	مجموعة من الصور التي تظهر كواكب صغيرة
14101	ar	مُجسَّم الدغفلة الصغيرة «ديما»، في شتوتغارت.	حيوانات صغيرة
14102	ar	القرية الأولمبية لدورة الألعاب الأولمبية 2016	مدينة
14103	ar	حملة تطالب بتشريع بزواج المثليين في تشيلي.	القانون
14104	ar	تغليف قطعة البيانات عند استعمال بروتوكول الربط بين نقطتين متعدد الوصلات. (أ) رقم تتابع قصير (ب) رقم تتابع طويل.	سلسلة
14105	ar	عين على درب زبيدة	طريق الزبيدة
14106	ar	مقاطعة باليرمو	مدينة
14107	ar	آلية كريجي لتفاعل الاوزون مع الالكينات والتيربينات	تفاعلات الأوزون مع المونيوتربينات
14108	ar	رودودنرون	حيوانات البرية
14109	ar	يانوزاي يلعب مع مانشستر يونايتد في 2015.	مهاجم كرة قدم
14110	ar	Bony nidus 3	عظمة عظمية صغيرة ذات شكل بيضاوي
14111	ar	بعثة القرار والمغامرة في خليج ماتافاي من قبل ويليام هودجز	كوك
14112	ar	نابُ سميلودون مُدمِّر. طرفه السُفلي مُوجَّهٌ ناحية اليمين.	حيوانات صغيرة
14113	ar	نيويورك في عام 1777	خريطة قديمة تظهر مدينة نيويورك
14114	ar	الشكل 3 : خصائص البيانات الضخمه	تعلم عميق
14115	ar	مراحل تطوّر البيوفيلم: المرحلة 1:الارتكاز على سطح ; المرحلة 2:الالتصاق غير العكسيّ; المرحلة 3: النّضج I; المرحلة 4: النّضج II;المرحلة 5: التّبعثر. كلّ مرحلة من تطوّر البيوفيلم في الرّسم البياني تمّ ازدواجها بصورة مجهريّة لبيوفيلم الزّائفة الزّنجاريّة في طريق نموّه. كل ّالصّور المجهريّة تظهر بنفس القياس.	طبقة رقيقة
14116	ar	وليام جيمس	علماء نفسيون
14117	ar	The highest waterfall in the Czech republic - Pančava waterfall.	شلالات العالم
14118	ar	قصر ترير في ألمانيا	عصر الباروك
14119	ar	طبق كريبلاش (kreplach) محشو باللحم في حساء صافٍ	سلطة
14120	ar	تظهر الصورة زجاجة مفتوحة من عقار الميثوتريكسيت - واحد من أول عقاقير العلاج الكيميائي المستخدمة في أوائل الخمسينات.	تاريخ الدواء
14121	ar	سلطان باشا الأطرش	منطقة عربية
14122	ar	كنيسة القديس يوسف الكاثوليكيَّة في نوميا.	كنيسة
14123	ar	مطار هنري كواندا الدولي في بوخارست	طائرات
14124	ar	Into the Jaws of Death (التقدم نحو أنياب الموت): التي تصور إحدى أولى عمليات هبوط القوات الأمريكية على شاطئ أوماها بعدسة روبرت سارجنت.	صورة قديمة لمجموعة من الناس يخرجون من السفينة
14125	ar	أكد رئيس روسيا، دميتري ميدفيديف، دعمه لدولة فلسطين في يناير 2011.[9]	طلب الحصول على عضوية الأمم المتحدة
14126	ar	توملينسون في 2014.	رجل ذو شعر طويل وشعر قصير
14127	ar	خريطة لإمبراطوريتي إسبانيا والبرتغال في فترة الاتحاد الإيبيري تحت حكم اتحاد سلالي لملوك إسبانبا (1580–1640)	تاريخ إسبانيا
14128	ar	شيفروليه لومينا التي انتجت في أستراليا بين عام 2007م وحتى الآن وتأتي أيضاً بشعار هولدن الأسترالية	سيارة عسكرية
14129	ar	رواد الفضاء السبعة الذين كانوا على متنه	فريق الفضاء
14130	ar	ريبينوماموس كان يأكل الديناصورات الصغيرة. عاش قبل 130 مليون سنة.	هذه الصورة تظهر حيوانًا صغيرًا يحمل السمكة في فمه
14131	ar	رسم ثلاثي الأبعاد يوضح شكل وموقع الجهاز البطيني بالمخ (باللون الأزرق) ومن حوله نسيج المخ (بالبني الباهت)	ضغط
14132	ar	ملعب عنابة	استاد رياضي
14133	ar	طفل مصاب بمتلازمة كروزون يرتد يعصابة الجمجمة التصحيحية.	رأس كروزن
14134	ar	الرئيس البرازيلي جايير بولسونارو يوم 18 مارس 2020	أزمة كورونا في البرازيل 2020
14135	ar	باحة منزل مصري 1906م	عمارتان
14136	ar	الصليب وسمكة المسيح، وهي واثنين من أكثر الرموز المسيحية استخدمًا من قبل المسيحيين لتمثيل دينهم.	رمز صليب مع صورة السمكة
14137	ar	مكتبة الجامعة الأمريكية بالقاهرة الجديدة	صورة ليلية لمنزل كبير مع أشجار على الجانب
14138	ar	صورة للمغنية ريانا	روك
14139	ar	ويكس يعزف مع بانيك! آت ذا ديسكو سنة 2011	فريق روك
14140	ar	في معركة العلمين الثانية عكس الطموحات الألمانية في شمال أفريقيا، وغالبا ما يشار إليه باعتباره واحدا من نقاط التحول في الحرب العالمية الثانية.	تاريخ الحرب العالمية الثانية
14141	ar	قلعة مدينة أربيل	محافظة أربيل
14142	ar	أرقام الأعداد كدالة من مسافة هامينج d ومعدل الطفرات (1-Q). المحور الأفقي d هو مسافة هامينج للتسلسلات الجزيئية من التسلسل الرئيسي. والمحور الرأسي هو لوغاريتم العدد لأي تسلسل في هذه المسافة يتم تقسيمه على العدد الإجمالي (وبالتالي تقسيم nd على المعامل ذي الحدين). إجمالي عدد الأرقام لكل تسلسل هو L=100، وكان التسلسل الرئيسي يحتوي على ميزة انتقائية مقدارها a=1.05.	خط بياني يظهر متوسط عدد الأشخاص في مجموعة
14143	ar	المتحف الوطني شبه مكتمل في النصف الأول عام 1860	مبنى المتحف الوطني السويدي
14144	ar	رجال الإنقاذ يبحثون عن فتحات ممكنة كمداخل بديلة إلى لكهف ثام لوانغ.	رجل يرتدي ملابس عسكرية يحمل عصا على ظهره
14145	ar	محطة السكة الحديدية في فيورباخ ليلا	كنيسة
14146	ar	StuG IV مدمرة وتم التخلي عنها في نورماندي، 1944.	صورة قديمة من عجلة عسكرية على الطريق
14147	ar	وعاء روبي من الزجاج من صنع موزير. تعود لحوالي عام 1880	شركة الزجاج
14148	ar	درع تذكاري لأول مجلس عمال والجنود في نقابة عمال كيل في ليجينشتراسه	ثورة البحارة
14149	ar	تشن شوي بيان أول رئيس لجمهورية الصين خارج الكوميتانج.	رجل يرتدي ملابس رسمية يحمل زهرة
14150	ar	فاسيلي ألكسيفيتش بيروفسكي، في 1833-1842، حاكم أورينبرغ العسكري.	برج أورينبرغ
14151	ar	خريطة تُبيِّن تحوُّل التجارة مع الهند والشرق الأقصى من مرافئ وموانئ الدولة المملوكيَّة إلى حول القارَّة الأفريقيَّة، ممَّا أدَّى إلى التدهور التجاري لِمكانة الدولة المملوكيَّة ومن ثُمَّ تدهور اقتصادها. كان لِلسياسة الاحتكاريَّة عند بعض سلاطين المماليك البُرجيَّة الأثر الأكبر في جعل الأوروپيين يبحثون طُرقٍ وأسواقٍ تجاريَّةٍ جديدة، وكان الپُرتُغاليُّون هُم الرُّوَّاد في ذلك، فطوَّقت أساطيلهم العالم الإسلامي.	قسم التجارة
14152	ar	لوكيوس أبوليوس المادوري، صاحب أول رواية في التاريخ: الحمار الذهبي ذات البعدين الفلسفي والديني	صورة قديمة من صورة قديمة من صورة قديمة من صورة قديمة من صورة قديمة من
14153	ar	Rivach/زيبد	بذور السوس
14154	ar	الماء في حالاته الثلاث: السائلة والصلبة (جليد) والغازية (بخار ماء/سحاب).	ثلج
14155	ar	منزل بوب في تويكنهام، حيث تظهر المغارة. من لوحة مائية رسمت بعد فترة وجيزة من وفاته.	كاتب بريطاني
14156	ar	إليفثيريوس فينيزيلوس	حزب
14157	ar	ساحة تيانانمن	منطقة شعبية
14158	ar	من داخل المدرج	مسرحية
14159	ar	لاس كانتيجاس دى سانتا ماريا	قسم الكتابات
14160	ar	فيكتوريا جاستيس	امرأة جميلة ذات شعر طويل و رموش صفراء
14161	ar	ببر في حديقة حيوان هيوستن، الولايات المتحدة الأمريكية	ثعلب
14162	ar	أطفال عمال مناجم الفحم في غاري ، فيرجينيا الغربية ، 1908 ، وهم يهتمون بالبغال	منطقة معدنية
14163	ar	جبل المروة	المدينة
14164	ar	"هارلي ديفيدسون 1,200 سي سي ""إس ڨي"" 1931"	Harley-Davidson
14165	ar	جمال عبد الناصر وسيطاً بين ياسر عرفات والملك حسين.	هجوم وصفي التل
14166	ar	تخيل فنان للقرص الكوكبي الأولي	تاريخ النظام الشمسي
14167	ar	مواقع جميع انفجارات أشعة غاما في السماء اكتشفت أثناء البعثة BATSE. التوزيع متساوي في الكون، ولا يوجد تركيز في اتجاه مجرة درب التبانة التي تمتد أفقيًا عبر الصورة. الصورة مُعارة من : G. فيشمان وآخرون، BATSE، CGRO، ناسا.	رسم بياني يظهر عدد نقاط صغيرة في شكل دائري
14168	ar	قطرة على سطح زهرة اللوتس	كرة ماء
14169	ar	الرضاعة هي إحدى وظائف الثدي	رحم
14170	ar	قماش البوغولانفيني المالي	قطعة من النسيج البني مع خطوط بيضاء
14171	ar	"لورد كتشنر يريدك - ملصق متأثر يصور أندرانيك. تكتب التسمية التوضيحية ""مطاردة الحلم المقدس لشعبك""."	ثقافة
14172	ar	"متظاهرون أمام السراي الكبير، بيروت، يحملون لافتة مكتوب عليها ""لا للحكم الطائفي"". 23 أكتوبر 2019"	ثورة 17 تشرين الأول
14173	ar	جنود البلماح أثناء حربهم مع جنود عرب في منطقة سان سيمون بتاريخ أبريل 1948 (معركة إعادة البناء)	إسرائيل
14174	ar	موكب جنازة الملكة ماري، 1953.	صورة قديمة من صندوق ملابس الملكة الأم
14175	ar	قرار الممارسة.	نادي تونس
14176	ar	سفارة السنغال في أديس أبابا	السفارة الأمريكية في إثيوبيا
14177	ar	مدفع هاوتزر Mle 1950 BF-50 155 ملم هاوتزر في متحف زخرون يعقوف، إسرائيل.	صاروخ
14178	ar	أحد الأسباب المقدمة من قبل المعارضين لاستعمار الفضاء هو أنه قبل استعمار كواكب أخرى من الواجب في الأولوية حل المشاكل الطارئة في الأرض (مجاعة في الصومال، 1992).	الاحتجاجات
14179	ar	أخدود وادي الأردن.	البحر الميت هو منطقة بركانية على الكرة الأرضية
14180	ar	ناطحات السحاب في الدوحة.	مدينة
14181	ar	هيكل عظمي تم تجميعه من أحافير وجدت في عام 2006.	ثعبان
14182	ar	مركز التاريخي لكيتو - مواقع التراث العالمي من قبل اليونسكو	صورة بيضاء وسوداء لمدينة قديمة
14183	ar	كثيرًا ما تُباع الكتب في مصر بشكل غير رسمي	مكتبة
14184	ar	التمحور إبرة البوصلة في نسخة 14th قرن من Epistola دي magnete بيتر السلالة (1269)	عجلة
14185	ar	قارب بومبونغ للتنقل بين جزيرة باتام والجزر القريبة	مجموعة من السفن على الماء قرب رصيف
14186	ar	القائد جوزيبي مياتسا ضمن إحدى مباريات ديربي إيطاليا.	فريق كرة القدم الإيطالي
14187	ar	مقاتل من الحشد الشعبي خلال معركة تحرير تلعفر 2017م	هجوم تلعفر
14188	ar	خريطة لفالديسمور مؤرخة عام 1507م ، يصور الأمريكتين وأفريقيا وأوروبا وآسيا والمحيط الهادئ الفاصل بين آسيا والأمريكتين	عصر العصر الحديث
14189	ar	صورة لحرج بيروت سنة 1914.	عصر العصر الحديث
14190	ar	مقارنة حجم إبسيلون النهر (يسار) مع الشمس (يمين)	ضوء
14191	ar	"الكويكب فلورنس وقمريه. الاستبانة قدرها 15 متر (أي أصغر تكوينات على سطحه يمكن رؤيتها). فلورنس يدور حول محوره في دورة تستغرق 3و2 يوم، وصورته هنا ""مسرّعة""."	صورة على مدار ليلي من كوكبة كوكبة كوكبة كوكبة كوكبة كوكبة كوك
14192	ar	تقترح فرضية المصدرين أن إنجيل مرقس كتب أولا مع وجود مصدر ثان معاصر يسميه العلماء وثيقة ق. كتب كل من إنجيل متى وإنجيل لوقا بشكل مستقل واستعملا مرقس ووثيقة ق كمصادر.	رسم بياني يظهر ثلاثة أشكال مختلفة من النص العربي
14193	ar	البرج المخروطي الذي أُحضرّ من داكار معروض خارج متحف حيفا البحري.	غواصة
14194	ar	السلطان أكبر في الـ«عبادت خانه»، ويظهر في الصورة مبشرين يسوعيين.	الهند
14195	ar	الحزب الفائز بمعظم الأصوات حسب الأقاليم والمقاطعات.	خريطة لبلدان إسبانية مع بعض المناطق المقسمة
14196	ar	بن نيفيس، في اسكتلندا، هو أعلى نقطة في الجزر البريطانية	منطقة جبلية
14197	ar	رجل يصطاد بالسنارة علي أحد شواطئ الإسكندرية	شاطئ
14198	ar	دورة حياة عميل بروتوكول التهيئة الآلية للمضيفين عند تجديد مدة استخدام العنوان.	خطوط بيانات بيانات بيانات بيانات بيانات بيانات بيانات بيانات بيانات
14199	ar	مبنى الركاب رقم 3	مبنى الركاب رقم 2
14200	ar	ساحة الوحدة الإفريقية في شارع مولاي يوسف في الدار البيضاء	مجموعة من الشجر في منطقة خضراء
14201	ar	تمثالين لبتاح حتب	حضارة قديمة
14202	ar	The Webb Ellis Cup.	كاسحة
14203	ar	اقترح وليام ويليت التوقيت الصيفي من تلقاء نفسه في سنة 1907، ودافَعَ عنه دون كللٍ أو ملل.[58]	هذه الصورة في الصورة القديمة
14204	ar	الفصل بيت ألفا دلتا فاي في جامعة كورنيل	مدرسة جديدة
14205	ar	ثلاثة مراوح دافعة إضافية من أصل ثمانية، موضوعة على السطح الأمامي.	نظام توليد الطاقة والدفع
14206	ar	قلعة آكرمان في سيتاتيا ألبا، أوكرانيا.	قلعة
14207	ar	المؤتمر السنوي الدولي الثالث لمؤسسة مؤمنون بلا حدود للدراسات والأبحاث حول: الدين والشرعية والعنف	مؤسسة
14208	ar	المقر الرئيسي لجامعة بورتو أكبر الجامعات البرتغالية	مدينة
14209	ar	قام فرانز هالدر بالتستر على جرائم الفيرماخت من خلال عمله مع القسم التاريخي للجيش الأمريكي.	فرانتس هالدر
14210	ar	خريطة سطح آيو	زهرة
14211	ar	حدث محاكاة في كاشف نظام إدارة المحتوى الخاص بمصادم الهدرونات الكبير، والذي يتميز بمظهر محتمل لبوزون هيجز.	صورة رقمية لمجموعة من النقاط في مركز مركز مركز مركز مركز مركز مركز مركز مركز
14212	ar	نبات Echium auberianum	زهرة الأفعى
14213	ar	طبق مشويات هندي على فرن التنور.	طبق
14214	ar	المعسكر في حالة متداعية بعد الإنسحاب الألماني عام 1919	مركز عسكري ألماني
14215	ar	"انتصار البرتغاليين على ""الموروس""، لوحة جدارية في الزليج لجورج كولاصو، تخليدا لمعركة أوريكي."	ظهور الموحدين
14216	ar	امرأة تحلب بيديها إحدى الأبقار.	صناعة الحليب
14217	ar	دير أرثوذكسي قبرصي في بلدة بدولاس.	عصر الوسط
14218	ar	جسر سكة الحديد على نهر نيرتفا، وقد تهدم مرتين خلال معركة نيرتفا	منطقة أوروبا
14219	ar	بيكنباه يعد الأسلحة النارية للمعركة النهائية.	مجموعة من الناس يجلسون حول رجل يحمل نظارات شمسية
14220	ar	21 مارس: تضاعفت انبعاثات الكربون التي تسبب بها الإنسان 10 مرات عن أي وقت منذ انقراض الديناصورات بناءً على حسابات جديدة أجراها باحثون.[114]	صورة على خريطة بيانية تظهر طبقات مختلفة من الغلاف الجوي
14221	ar	لوحة ماتياس غرونيفالت ، العذراء و الطفل مع الملاك المضيف.	تاريخ
14222	ar	رسم متحرك يظهر مسار الكسوف	خريطة لمنطقة كسوف الشمس في 26 ديسمبر 2019
14223	ar	أقراص إستازولام يتم بيعه تحت اسم بروسوم في الولايات المتحدة الأمريكية	علاج طبي
14224	ar	شاهد قبر لأحد أفراد كنيسة المشرق في غوانغزهو جنوب شرق الصين.	عصر الوسط
14225	ar	حملات الظاهر بيبرس (بالأصفر) والصليبيون (الأخضر) والمغول (الأحمر)	حرب صليبية
14226	ar	إعلان بدأ العصيان المدني بقطع الطرق الرئيسية في شوارع بغداد	الاحتجاجات العراقية 2019
14227	ar	الملك والملكة مع أبنائهم الستة.	عائلة
