	lang	ref_caption	gen_caption
14204	ar	اقترح وليام ويليت التوقيت الصيفي من تلقاء نفسه في سنة 1907، ودافَعَ عنه دون كللٍ أو ملل.[58]	توقيت صيفي
14205	ar	الفصل بيت ألفا دلتا فاي في جامعة كورنيل	قسم الخدمات، عنوان القسم: خدمات الخدمات
14206	ar	ثلاثة مراوح دافعة إضافية من أصل ثمانية، موضوعة على السطح الأمامي.	قسم الطاقة والدفع
14207	ar	قلعة آكرمان في سيتاتيا ألبا، أوكرانيا.	المدينة
14208	ar	المؤتمر السنوي الدولي الثالث لمؤسسة مؤمنون بلا حدود للدراسات والأبحاث حول: الدين والشرعية والعنف	عنوان الصفحة هو مؤمنون بلا حدود، عنوان القسم هو نشاط المؤسسة
14209	ar	المقر الرئيسي لجامعة بورتو أكبر الجامعات البرتغالية	قسم العلوم والتقنية
14210	ar	قام فرانز هالدر بالتستر على جرائم الفيرماخت من خلال عمله مع القسم التاريخي للجيش الأمريكي.	عنوان الصفحة: أسطورة الفيرماخت النظيف
14211	ar	خريطة سطح آيو	قسم السطح: السطح
14212	ar	حدث محاكاة في كاشف نظام إدارة المحتوى الخاص بمصادم الهدرونات الكبير، والذي يتميز بمظهر محتمل لبوزون هيجز.	علم الفيزياء
14213	ar	نبات Echium auberianum	زهرة الأفعى
14214	ar	طبق مشويات هندي على فرن التنور.	عنوان الصفحة هو مطبخ التنور، عنوان القسم هو مطبخ التنور
14215	ar	المعسكر في حالة متداعية بعد الإنسحاب الألماني عام 1919	معسكر أسرى الحرب الألماني
14216	ar	"انتصار البرتغاليين على ""الموروس""، لوحة جدارية في الزليج لجورج كولاصو، تخليدا لمعركة أوريكي."	عنوان الصفحة: الدولة المرابطية، عنوان القسم: ظهور الموحدين
14217	ar	امرأة تحلب بيديها إحدى الأبقار.	قسم القسم: الحلب اليدوي
14218	ar	دير أرثوذكسي قبرصي في بلدة بدولاس.	المسيحية في قبرص
14219	ar	جسر سكة الحديد على نهر نيرتفا، وقد تهدم مرتين خلال معركة نيرتفا	منطقة عسكرية
14220	ar	بيكنباه يعد الأسلحة النارية للمعركة النهائية.	قسم القصة: العصابة البرية
14221	ar	21 مارس: تضاعفت انبعاثات الكربون التي تسبب بها الإنسان 10 مرات عن أي وقت منذ انقراض الديناصورات بناءً على حسابات جديدة أجراها باحثون.[114]	قسم العلوم
14222	ar	لوحة ماتياس غرونيفالت ، العذراء و الطفل مع الملاك المضيف.	عنوان الصفحة هو معركة الإسكندرية في إسوس، عنوان القسم هو التأثيرات و الإسهامات
14223	ar	رسم متحرك يظهر مسار الكسوف	كسوف الشمس 26 ديسمبر 2019، يظهر موقع الولايات المتحدة والصين
14224	ar	أقراص إستازولام يتم بيعه تحت اسم بروسوم في الولايات المتحدة الأمريكية	قسم الدواء: دواعي الاستعمال
14225	ar	شاهد قبر لأحد أفراد كنيسة المشرق في غوانغزهو جنوب شرق الصين.	قسم: مسيحية شرقية
14226	ar	حملات الظاهر بيبرس (بالأصفر) والصليبيون (الأخضر) والمغول (الأحمر)	الحرب مع الصليبيين
14227	ar	إعلان بدأ العصيان المدني بقطع الطرق الرئيسية في شوارع بغداد	احتجاجات العراق 2019–20
14228	ar	الملك والملكة مع أبنائهم الستة.	قسم العائلة: أبناء د.ألفونسو الثالث عشر
14229	ar	دل بييرو أثناء عرض للعبة فيفا 2004	موقع فيسبوك
14230	ar	البونتيا: قنطرة هوي الشهيرة التي بنيت على نهر الميز سنة 1294	مدينة هوي
14231	ar	القومية بذرة استعمارية بالنسبة للقرضاوي	قسم الجيل الثالث
14232	ar	البائكة الشرقية	المسجد الأقصى، عنوان القسم: البوائك
14233	ar	فصل خليط غير متجانس من الحديد والكبريت، باستخدامالمغناطيس.	قسم الكيمياء: مواد مخلوطة
14234	ar	جنود في سلاح الجو اليمني في مظاهرة احتجاجية في شارع الستين في صنعاء للمطالبة بإقالة قائد القوة الجوية محمد صالح الأحمر	عنوان الصفحة هو القوات الجوية اليمنية
14235	ar	يعود تاريخ قصر الملكي في شاكي إلى 1762	قصر الملوك في شاكي، عنوان الصفحة: تاريخ القصر
14236	ar	خشف الأيل الأسمر الأوروبي	أيل أسمر أوروبي
14237	ar	بُيُوت ومنازل حرَّان القديمة. شهدت عصيانًا واسعًا على سيف الدولة الحمداني من قِبل أهلها أولًا ثُمَّ عاملُها هبة الله بن ناصر الدولة، ثُمَّ القائد الحمداني وغُلام سيف الدولة المدعو «نجا».	ثورة أهالي حرَّان
14238	ar	بياسكي إتش-21	طائرة هليكوبتر عسكرية
14239	ar	معركة چالديران بين العثمانيين والصفويين، جدارية من إحدى القصور في أصفهان.	قسم الدولة العثمانية
14240	ar	صندوق بطاقات هانافودا يرجع إلى سنة 1930	عنوان الصفحة هو هانافودا، قسم التاريخ
14241	ar	الشهادتان على بوابة مدينة دسوق.	عنوان الصفحة: شروط الشهادة
14242	ar	العماد، وهو سر دخول المرء في المسيحية.	تأثير الحضاري للمسيحية
14243	ar	An academic library in البصرة[1] depicted in the 13th century by Yahya ibn Vaseti (یحیی بن واسطی), found in the مقامات الحريري.	قسم: العصر الإسلامي
14244	ar	أتامان Krasnoschekov, 1761	قائمة الفنانين الروس
14245	ar	"""الثعلب والعنب"" قصة لإيسوب. عندما يفشل الثعلب في الوصول إلى العنب، يقنع نفسه أنه لا يريده."	قسم الحيوانات
14246	ar	مبنى الركاب 3 بمطار القاهرة	الموقع الإلكتروني: http://www.egyptair.com/ الموقع الإلكتروني: http://www.egyptair.com/ الموقع الإلكتروني:
14247	ar	Reconstruction of تيمورلنك	قائمة الفنانين الروس
14248	ar	بيض دجاجة ماروندي ذات لون بني غامق	دجاج مارنس، عنوان الصفحة: إنتاجها في المزرعة
14249	ar	"""إعدام يهودية مغربية بتهمة الردة""، لوحة للفريد دودنسك"	صورة لوحة تظهر رجلاً يرتدي ملابس قديمة يحمل رجلاً يرتدي ملابس
14250	ar	«شيرورغيا ماغنا» (1493)	عنوان الصفحة هو غي دي شولياك، عنوان القسم هو أعماله
14251	ar	الفريق الفائز بالكأس المغاربية للأندية البطلة 1976	تاريخ النادي الإفريقي، عنوان الصفحة: العودة إلى القمة والرباعية التاريخية (1990-1992)
14252	ar	جان أنطوان شابتال، مبتدع لفظ نتروجين	نيتروجين، عنوان القسم: التاريخ وأصل التسمية
14253	ar	صورة: ثلاثية ستافيلوت، موسان، بلجيكا، 1156-1158 ميلادي تقريبًا. 48 × 66 سم مع أجنحة مفتوحة، مكتبة مورغان، نيويورك.	عنوان الصفحة هو فن رومانسكي، عنوان القسم هو أشغال المعادن، والمينا المزجج، والعاج.
14254	ar	كاسا دي نارينيو، هي موطن الرسمية ومكان العمل الرئيسي للرئيس كولومبيا.	قسم السياسة
14255	ar	وصف حصار لشبونة 1384	أزمة 1383-1385، عنوان القسم: 1384
14256	ar	موقع روماني في الرمثا	محافظة إربد
14257	ar	مرأة مسلمة	نعم، حكم الإسلام على المرأة البقاء في البيت.
14258	ar	يوجين فروز في هيلكريست	عنوان الصفحة هو يوجين فروز، عنوان القسم هو التاريخ.
14259	ar	صورة فضائية تظهر موقع بحيرة إشكل من شمال شرق تونس	بحيرة إشكل
14260	ar	ماريس في عرض هاوس شو.	ماري أوليت، عنوان الصفحة: سماك داون (2006-2009).
14261	ar	الإنبل (المنبر) المستخدم في الوعظ داخل الكنيسة.	عنوان الصفحة هو كنيسة الأنبا بيشوي، عنوان القسم هو كنيسة الأنبا بيشوي
14262	ar	من داخل غرفة بقسم الأطفال	عنوان الصفحة: مكتبة بلدية جنين العامة، عنوان القسم: أقسام المكتبة
14263	ar	خيمة شتوية في إحدى ميخمات سهل البقاع	مخيمات اللاجئين السوريين
14264	ar	مقر برلمان أندلسيا في إشبيلية الذي كان بالسابق مستشفى de las Cinco Llagas	تاريخ منطقة الأندلس
14265	ar	مظاهرة ألمانية ضد معاهدة فرساي أمام مبنى الرايخستاغ	قسم الدفاع
14266	ar	الزوزنجي ملفوفة بالأوراق	عنوان الصفحة: كيو يوان، عنوان القسم: الفلكلور وراء مهرجان دوان وو (مهرجان قوارب
14267	ar	زعيم الحزب السابق إسحاق هرتزوغ	حزب العمل الإسرائيلي
14268	ar	خريطة لأواخر أثينا العثمانية، مع جدار هاسيكي [الإنجليزية]	قسم التاريخ يخص خريطة أثينا العثمانية
14269	ar	ورقة شمام كوز العسل	شمام كوز العسل
14270	ar	جورج غوردون بايرون	جورج غردون بايرون
14271	ar	ملعب 20 أوت 1955م بالجزائر	مدينة الجزائر
14272	ar	أصبج تدخين الأفيون في الصين أمرا طبيعيا في القرن التاسع عشر	قسم التاريخ
14273	ar	محرك جنرال إلكتريك إف110 يظهر من خلال مخرج العادم إف-14دي	عنوان الصفحة: جنرال إلكتريك إف110، عنوان القسم: المواصفات (إف110)
14274	ar	بونابرت ومساعدوه في مصر، رسمت عام 1863.	عنوان الصفحة هو الحملة الفرنسية على مصر، عنوان القسم هو قناة سيزوستريس
14275	ar	فيليب الرابع	عنوان القسم هو حصار تورينو، وهو حصار عسكري يحدث في القرن العشرين.
14276	ar	مذبحة براغا (مقاطعة وارسو الآن )، أبريل 1794	قسم التاريخ هو قسم يخص تاريخ الولايات المتحدة الأمريكية
14277	ar	البشير متى والملاك لرامبرانت	قسم القسم: التأليف وتاريخه
14278	ar	مسيرة فخر براغ للمثليين في عام 2014	قسم حقوق المثليين في جمهورية التشيك
14279	ar	كينيث كول	قسم التاريخ: التاريخ
14280	ar	نصب تذكاري لأبطال الغيتو في وارسو	عنوان الصفحة: الاتحاد العسكري اليهودي، عنوان القسم: انعقاد
14281	ar	نموذج لمعبد أنغكور وات في قصر تايلندي	عنوان الصفحة: أنغكور وات، عنوان القسم: المبنى المركزي
14282	ar	"خريطة نشرها الرئيس الأمريكي على تويتر لفلسطين المستقبلية تحت عنوان ""رؤية السلام"""	قسم القسم: مفاهيم محورية
14283	ar	منزل القرابة المقدسة في الناصرة؛ بريشة لوكاس كراناس.	القسم هو نظرة تاريخية حول الأعمال الفنية، بما في ذلك الأعمال الفنية التي تظهر حيا
14284	ar	موت سقراط لوحة لجاك لوي دافيد (1787).	قسم المعرفة
14285	ar	Forest visions, 1995. Canvas, oil. 60х81.	قائمة الفنانين الروس
14286	ar	قناع توت عنخ آمون الذهبي معروضاً في المتحف المصري في القاهرة.	قسم التاريخ: تاريخ قديم
14287	ar	نجم الجدي ومعه تابعاه	عنوان الصفحة: الدب الأصغر (كوكبة)، عنوان القسم: النجم القطبي
14288	ar	معبد خنوم بإسنا	محافظة الأقصر، قسم العصور القديمة
14289	ar	نظرة عن كثب لمزيج المريميةالمنقوع في كيس الشاي.	شاي الأعشاب، عنوان القسم: الأصناف الرئيسية
14290	ar	:بلورة مفردة من الكرومالون Chromalaun KCr(SO4)2·12H2O ذات ثماني سطوح ( طول الضلع 5و2 سنتيمتر ).	قسم القسم: قسم القسم: قسم القسم: قسم القسم: قسم القسم: قسم القسم:
14291	ar	مقبرة الناصر الحق	تاريخ
14292	ar	عثة آيو، أحد أبرز الكائنات التي تتبع أسلوب التشبّه	حشرة صغيرة
14293	ar	شجرة أركان النادرة في ولاية مستغانم، الجزائر	حيوانات
14294	ar	غاسبار دي بورتولا	قسم القسم: تاريخ الولايات المتحدة
14295	ar	ميل مي-8	قائمة مخترعين الروس
14296	ar	المستشفى الجهوي الحبيب بوقطفة ببنزرت	قسم الصحة
14297	ar	منصة بحرية خليج المكسيك	منصة نفط
14298	ar	واكو في كيه 7 طراز 1937، آخر طائرة من فئة واكو ثنائية السطح ذات القمرة، في متحف كندا للطيران والفضاء.	طائرة رايت آر-760 ويرل ويند
14299	ar	الكوكب نبتون.	قسم نبتون
14300	ar	مدخل المدرسة الباشية بتونس	عنوان الصفحة هو المدرسة الباشية، عنوان القسم هو موقعها
14301	ar	المرحلة الأولى في الوحشة (اللوحة الأولى)	عنوان الصفحة: المرحلة الأولى في الوحشية
14302	ar	سباق 1500 متر بشتوتغارت 2007	قسم القسم: مسافات متوسطة
14303	ar	لاعبي فريق بثلهام ستييل	فريق كرة القدم
14304	ar	تفاحة من واحدة من بساتين فيشكيل التاريخيَّة	قسم الاستدامة
14305	ar	اكتشف أبناء ساجارا حصانًا قربانيًا مفقودًا يرعى بالقرب من فاسيديفا (Vasudeva)، الذي تشكل على شكل كابيلا	عنوان الصفحة: كابيلا، عنوان القسم: ميلاد نهر الغانغا
14306	ar	صورة بيازي مكتشف سيريس	قسم التاريخ: التاريخ التاريخي
14307	ar	كاتدرائية آيا صوفيا في إسطنبول، تعد من أبرز الأمثلة على العمارة البيزنطية والمسيحية الشرقية، وهي اليوم متحف.	عمارة كنسية، عنوان القسم: عمارة المسيحية الشرقية
14308	ar	لوحة لشارع برنسز عام 1825م رسمها الفنان ألكسندر ناسميث	شارع برنسز، عنوان القسم: القرن الثامن عشر
14309	ar	إي يونغ إك, رئيس مكتب العملات في الإمبراطورية الكورية	عنوان الصفحة هو إمبراطورية كوريا، عنوان القسم هو إصلاحات غوانغمو
14310	ar	لوحة Aeneas flees burning Troy فريدريك بوريك، 1598	عصر الباروك
14311	ar	منذ إفصاحه عن مثليته في عام 2006، عمل الأمير مانفيندرا سينغ غوهيل (في الصورة)، وريث ماهاراجا من راجبيبلا، على الحد من العدوى بفيروس نقص المناعة البشرية/الإيدز، والتشرد بين الشباب المثليين.	موقع فيسبوك
14312	ar	طفل يلعب على دبابة مهجورة خارج بنوم بنه ، كمبوديا في عام 1991	قسم الجراحة
14313	ar	دولمن بمنطقة عين البرج (تيجيسيس)	قسم الأضرحة الميغاليتية (الدولمن) في مدينة عين البرج
14314	ar	"""ورقة اقتراع"""	عنوان الصفحة: تاريخ فلوريدا، عنوان القسم: جدل الانتخابات الرئاسية عام 2000.
14315	ar	الفرقاطة العراقية 101 في الخليج العربي سنة 2007	القوة البحرية العراقية
14316	ar	توزيع جوائز نوبل التي حصل عليها المسيحيين بين السنوات 1901-2000 بِحسب الطائفة.	عنوان الصفحة: قائمة المسيحيين الحاصلين على جائزة نوبل، عنوان القسم: التوزيع ح
14317	ar	Vernazza	المدينة التي تسكنها المدينة هي سنك تير.
14318	ar	القبض على قاتل الأرشيدوق في سراييفو عام 1914م.	فرانس فرديناند
14319	ar	شلال ديتيفوس في شمال شرق آيسلندا. يعد أكبر شلالات أوروبا من حيث حجم التدفق، حيث يصل معدل تدفق المياه نحو 200 م3/ثانية.	أيسلندا
14320	ar	المواسم والنجوم كما حددها راشد الخلاوي.	قسم الفلك والحساب
14321	ar	بسمارك بخوذة البيكلهاوبه	قسم:هزيمة النمسا
14322	ar	"كونراد الأول، ملك القدس الثالث عشر 
(1190 - 1192)."	عنوان الصفحة: مملكة بيت المقدس، عنوان القسم: خسارة القدس والحملة الصليبية الثالثة
14323	ar	Beipiaosaurus	قسم: ثيريزينوصورويديا
14324	ar	خريطة الشرق الأوسط العثماني 1890–1914. (ولاية الحجاز وولاية اليمن) وجبل شمر ومحمية عدن وإمارة نجد والاحساء وحضرموت.	تاريخ الشرق الأوسط
14325	ar	ألكسندر برولوف.	خان أورينبرغ، عنوان الصفحة: بناء كاروان سراي
14326	ar	الأسد البربري في الأراضي الجزائرية سنة 1588 وحدودها مع تونس ومملكة فاس	قسم السكن: منزل
14327	ar	بورتريه شخصي لليوناردو دا فينشي، أعماله مثل موناليزا والعشاء الأخير والرجل الفيتروفي أمثلة على فن عصر النهضة	قسم الفن: عصر النهضة
14328	ar	الباحث عن الكنوز هاينريش شليمان.	عنوان الصفحة: صيد الكنوز، عنوان القسم: أشهر الباحثين عن الكنوز
14329	ar	ضريح الباب في حيفا.	قسم البهائية
14330	ar	لوحة جدارية تبين تاريخ بناء وترميم المعلم	سبيل سيدي عبد السلام، عنوان القسم: تاريخه
14331	ar	القاهرة الاسلامية	"المدينة هي مدينة قديمة ذات تاريخ قديم، وهي معروفة بـ ""المدينة القديمة""، كما أن"
14332	ar	مقارنة حجم كل من الأرض والقمر وأيو	كوكبة صغيرة
14333	ar	بعض أجهزة الكمبيوتر القديمة من Commodore International: مثل جهاز Amiga 500 (أعلى اليسار) وCommodore 128 (أعلى اليمين) وتشكيلات ثلاثة متباينة من Commodore 64.	قسم أجهزة الكمبيوتر العتيقة
14334	ar	رجل من المشواش كما ورد في النقوش المصرية	صورة قديمة لرجل يحمل عصا
14335	ar	في حديقة دبلن، الضوء والظل بريشة الفنان والتر أورسبورن، 1895.	فن أيرلندي
14336	ar	صورة للمجاهد أحمد بابانا العلوي أثناء تفقده لكتيبة لجيش التحرير الموريتاني قبل هجومها عل المستعمر في الحدود الشمالية	قسم الجيش الموريتاني
14337	ar	طابع بريد تذكاري من أذربيجان بمناسبة مرور 25 سنة على ولادة الإنترنت، حيث يُعتبر إنشاء شبكة الأربانت في العام 1969م هو الولادة الفعليّة للإنترنت.	عنوان الصفحة: تاريخ الإنترنت، عنوان القسم: شبكة الأربانت
14338	ar	رايدر يضرب ذا ميز بحركة الركبة العالية.	موقع ويب - زاك رايدر
14339	ar	منظر تصورته ناسا لنسخة من مركبة أوريون تزن 6000 طن.	قسم الفضاء: النقل بين النجوم
14340	ar	تقديرات الأمم المتحدة (اعتبارًا من عام 2017) لسكان العالم من خلال القارة في عام 2000 وفي عام 2050 (حجم المخطط الدائري إلى الحجم).     آسيا      أفريقيا      أوروبا      جنوب/وسط أمريكا      أمريكا الجنوبية      الأوقيانوسا	عنوان الصفحة هو تعداد سكان العالم، عنوان القسم هو التعداد حسب المنطقة العالمية
14341	ar	Add caption here	قسم الحرارة
14342	ar	صورة للملكة إليزابيث في عام 1546، رُسمت بواسطة رسام غير معروف	عنوان الصفحة: إليزابيث الأولى ملكة إنجلترا
14343	ar	ماكونهي وزوجته كاميلا ألفيز في 2010	ماثيو ماكونهي، عنوان الصفحة: الحياة الخاصة
14344	ar	رايش عام 1900	قسم طفولته
14345	ar	كنيسة القيامة في بيت المقدس. أُحرقت خِلال العهد الفاطميّ وأُعيد بنائها لاحقًا.	عنوان الصفحة: روم أنطاكيون، عنوان القسم: العصر الفاطمي
14346	ar	رسم بياني يظهر مسارات الكويكبات المختلفة. النطاق الاصفر يمثل مدار الأرض؛ويمثل الخط الأحمر مسار الكويكب	قسم الملامح السطحية
14347	ar	انتشار المرض على الورقة	قسم الأعراض: مرض البقعة
14348	ar	مستشفى لعلاج الكوليرا في دكا، والتي تبين سرير كوليرا نمطي.	قسم الرعاية الصحية
14349	ar	تشتهر المطاعم التركية في برلين بتحضير سندويتش الدونر كباب (أي الشاورما)	عنوان الصفحة: برلين، عنوان القسم: الطعام والشراب في برلين
14350	ar	الأوكراني أندري شيفتشينكو فاز بلقب الهداف مرتين.	عنوان الصفحة: قائمة هدافي دوري أبطال أوروبا
14351	ar	جورج بول ، عالم الرياضيات والفيلسوف	عنوان الصفحة هو كلية كورك الجامعية، قسم الأكاديميين البارزين
14352	ar	افتتاح طريق بورما أكتوبر 1944 - يناير 1945	قسم: حملة 1944/1945
14353	ar	صورة جوية لجامعة ستانفورد حيث حصلت بارا على درجتي الماجستير و الدكتوراة	مدرسة ماري بارا
14354	ar	مركز فحص و متابعة المياة الجوفية التابع لشركة أفسو	منطقة صناعية
14355	ar	ذكر مُفرخ من هوازج الأيكات في بلدة پوريتو أيورا، بجزيرة سانتا كروز.	طائر أزرق
14356	ar	القوات البولونية تأسر الملك إنزو	قسم التاريخ: بولونيا
14357	ar	الفيلة كانت تستخدم في الحروب قديمـا، معركة زاما بريشة كورنيليز كورت 1567.	تاريخ وتأثيل
14358	ar	مدخل	عنوان الصفحة هو المفوضية الأميركية في طنجة، عنوان القسم هو تاريخ دبلوماسي
14359	ar	نصب نمر الربيع في هانغتشو	قسم التاريخ: سلالة سونغ الجنوبية
14360	hu	Az állat rekonstrukciója	A képen egy baryonyx, egy ősi ősi ősi ősi ősi ősi ősi
14361	hu	Ezana felirata Meroéban	Egy nagy kőfal egy szobában.
14362	hu	A Crait bolygón játszódó csatajeleneteket Salar de Uyuni sósivatagjában vették fel, Bolíviában	A Star Wars: Az utolsó Jedik szakaszcím
14363	hu	Eugene Bullard	A kép a francia hadiéremről szól.
14364	hu	Kifejlett példány	A kép alatt a rövidcsőrű lile látható.
14365	hu	Zwaring kápolnája	A képen egy fehér templom látható, amely egy erdőben áll.
14366	hu	Holics főtere	A kép egy sárga épület előtti utcai szakaszon készült.
14367	hu	"Szíria etnikai-vallási térképe. sárga: kurdok (szunniták),
sötétzöld: alavita arabok,
világoszöld: síita arabok,
kék: szunnita arabok,
piros: keresztények,
lila: drúz arabok,
fehér: ritkán lakott (sivatag)"	Szíria, szakaszcím: Népesség
14368	hu	A 2003-as verseny rajtrácsa	A Formula–1 magyar nagydíj, szakaszcím: 2000-2009
14369	hu	McLaren MP4/9	A kép címe: 1994 Formula–1 világbajnokság, szakaszcím: A szezon menete
14370	hu	A kornbergi kastély	A képen egy nagy épület látható, amely egy erdőben áll.
14371	hu	Erzsébet román királyi hercegnő és görög királyné	A kép aláírása: Erzsébet görög királyné
14372	hu	A hamburgi S-Bahn-vonalak térképe	A Hamburgi S-Bahn térképe, amely a különböző állomásokat mutatja.
14373	hu	Brückl a Sankt Veit-i járásban	A térkép a tartományok különböző területein mutatja a tartományokat
14374	hu	A saláta peronoszpóra tünete	A szakaszcím a peronospórák.
14375	hu	Victor Ponta és Mesterházy Attila 2013-ban	A kép címe: Victor Ponta, szakaszcím: Miniszterelnöksége
14376	hu	Torockószentgyörgyi vár	A kép a romániai középhegység hegyi vidékén készült.
14377	hu	Fészke	A madár a madárházból származik.
14378	hu	Onoda átnyújtja a kardját Marcos fülöp-szigeteki elnöknek a megadása napján	A kép címe: a háború
14379	hu	Dőry Virág jelmeztervező	A kép aláírása:
14380	hu	NagyításA felújítás után Puskás Ferenc nevét viselő egykori Népstadion egy 2008-as felvételen	A stadion lebontása
14381	hu	I Mjongbak, Dél-Korea elnöke	A kép alatt a Buddhistaüldözés szakasza látható.
14382	hu	Mark Messier	A kép címe: Hart emlékkupa
14383	hu	A Phraya Nakhon-barlang, Khao Sam Roi Yot	A thailandi nemzeti parkok listája
14384	hu	Az FC Bayern München 1974 és 1976 között nyert három BEK trófeája.	A kép a Bayern München statisztikái oldalán készült.
14385	hu	Kuijt (balra) Klaas-Jan Huntelaar-ral a 2008-as Eb egyik tréningjén.	A kép címe: Dirk Kuijt, szakaszcím: 2006-os labdarúgó világbajnokság
14386	hu	Steinbach am Attersee a Vöcklabrucki járásban	A térkép a tartományok különböző területein mutatja.
14387	hu	Szent Olaf-templom (Oleviste kirik), a régi Tallinn legmagasabb épülete	A kép címe: ősz
14388	hu	Az altemplom	A kép címe: Pannonhalmi Bencés Főapátság, szakaszcím: Szent Márton-bazilika
14389	hu	M S mester: Kálvária	A kép a 15. században festett.
14390	hu	Az egyik emléktábla	A kép aláírása: Kovács Janos, a fekete-hegyi turistaház.
14391	hu	Ninola esküvője	A kép a hollywoodi fesztiválról készült, ahol a társaság a vacsora előtt ül.
14392	hu	Lady Gaga a Hair előadása közben a Born This Way Ball turnéján.	A kép címe: Hair (Lady Gaga-dal)
14393	hu	A Schnoor utcáin	A kép a városi központot mutatja, ahol a házak és a házak közötti utcai
14394	hu	Az Esterházy-palota	A kép címe: Király utca 17.
14395	hu	Gaga kinézetét a borítón Alice Glass stílusához hasonlíották.	A kép a Perfect Illusion oldalán készült.
14396	hu	A Nürburgring madártávlatból	A mezőny a 2007-es Formula–1 világbajnokságon.
14397	hu	Maurice Harkless	Egy férfi a pályán, aki egy cipőt tart.
14398	hu	Kétágú cérna. S és Z a sodratirányokra utal.	egy rózsaszín lánc, amely egy lánccal van kötve
14399	hu	Illír előkelő harci felszerelésben	A kép a római királyról szól, aki a háború alatt a királyság védelmére szolgált.
14400	hu	Az 1897-es és a Vágó László által átalakított (1915) Magyar Színház	A Magyar Színház építészetének rajza
14401	hu	Tosza Micuoki illusztrációja a Gendzsi szerelmeihez: a kis Muraszaki hölgyeivel, színpompás ruhákban, földig érő hajjal. Balra Gendzsi leselkedik	A kép címe: Muraszaki Sikibu, szakaszcím: A Gendzsi szerelmei
14402	hu	A Munkás és kolhozparasztnő 1937-ben, Párizsban	A szobor a Lenin-palotában van.
14403	hu	"Nagy Imre síremléke
a 301-es parcellában"	Nagy Imre (miniszterelnök)
14404	hu	2a. ábra	A kobordizmus a kobordizmus a kobordizmus a kobordizmus a kobordizmus a kobordizmus
14405	hu	Márkus Emília mint Esztella Bartók Lajos Kendi Margit című drámájában, Dörre Tivadar ceruzarajza	A képen látható nő egy ruhát visel, a ruhája fehér.
14406	hu	Nagybánya (tájkép)	Jakab Zoltán
14407	hu	A Dante-szonáta kezdete	A zenekari számok a zenekari számok a zenekari számok a zenekari számok a
14408	hu	A pokol kapuja nevezetű égő gázmező	Egy ember áll egy hatalmas szikla előtt.
14409	hu	A Tricycle Színház	A kép címe: Kilburn, szakaszcím: Helyszínek
14410	hu	A déli kápolna bejárata	A kép címe: Szent Mihály és Szent Gudula-székesegyház, szakaszcím: Notre-Dame-de-la-
14411	hu	Cuboucsi Sójó	A kép a művészeti szakaszban készült.
14412	hu	A nevickei vár lakótornya	A kép Ukrajna magyar emlékei, látnivalói szakaszában a kőépületet mutatja.
14413	hu	Kikötő, vasútállomás és áruraktárak 1908-ban	A kép a történelem alatt készült.
14414	hu	Az áramvonalas testalkatának köszönhetően a „gyors táplálék” sem menekülhet el	A nagy pörölycápa a medencében van.
14415	hu	Olanzapin, egy másod-generációs antipszichotikum	A pszichotikus kórképek gyógyszerei, szakaszcím: Új generációs antipszichotikumok
14416	hu	A Zajnát-hegyek északi része Szabadságliget megállóhely felől	A vonat a hegyekben halad.
14417	hu	A jóllakottság érzésének kialakulása	A diagram a különböző ételek különböző fajtáit mutatja.
14418	hu	A Nemzetek Temploma (Church of All Nations)	A kép a Getszemáni kertben készült.
14419	hu	A Nagyszénási Czabán Samu Általános Iskola felső tagozatának felújított épülete	A kép a nap előtt készült.
14420	hu	Adrian Sutil a C33 volánja mögött	A Sauber Motorsport 2014. évi versenye.
14421	hu	Kranjska Gora: hágóút-csatlakozás (206)	A kép a Wurzen-hágó szakaszán készült.
14422	hu	Steropodon	Egy kék madár, amely egy fehér háttéren áll.
14423	hu	Fő tér 2. – 3D unikornis	A kép egy lovas képét mutatja, amely egy lépcsőn áll.
14424	hu	Glock Silverstone-ban	A kép címe: 2011 Formula–1 világbajnokság, szakaszcím: Brit nagydíj
14425	hu	Honda Accord 1986–1990	Honda Accord, szakaszcím: harmadik generáció (1986–1990)
14426	hu	Mohammad Reza Pahlavi sah katonai díszegyenruhás hivatalos uralkodói portréja.	A kép aláírása: Mohammad Reza Pahlavi iráni sah
14427	hu	Furosikibe csomagolt ajándék	A kép a dobozok a dobozok a dobozok a dobozok a dobozok a
14428	hu	Ricci, Ruggieri, Fernandez-féle portugál-kínai szótár kézirata 1583-88	A kép címe: Jezsuita misszió Kínában
14429	hu	Trevithick gőzmozdonyának rajza, hasonlót épített a Penydarren Vasmű számára	Richard Trevithick (1894-1984) amerikai mérnök, a gépgyártás szakértője, a gépgyártás szakértője és
14430	hu	Károly testőrségének alabárdja	A kép a császári gyűrűről készült.
14431	hu	A Mediterrán Játékok Stadion	A képen látható stadion a UD Almería helyén.
14432	hu	Szocreál dombormű Dunaújvárosban	A stílus további magyar képviselői
14433	hu	2019: A mosoly országa	A színházi bemutató a színházi színházban.
14434	hu	Dobsa Lajos	A város szülöttei - Makó
14435	hu	A Gellért gyógyfürdő 2009-ben	A kép a szecessziós építészet Magyarországon témája.
14436	hu	Egy konténerszállító hajó	A kép címe: Vízi közlekedés
14437	hu	Harmadik Figyelmeztetés jubileumi gálakoncert (fotó: Juhász Éva, Pesti Magyar Színház, 2019)	A képen Pethő Gergő szerepel.
